Unnamed: 0,m/z,Composition,Glycan Structure,Name,Glycoprofiles
232,1974,Hex(4)HexNAc(5)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:b_dgal_HEX_x:x
6b:x_dgal_HEX_x:x
7b:x_dglc_HEX_x:x
8b:x_dgal_HEX_x:x
9b:x_dglc_HEX_x:x
10b:x_dgal_HEX_x:x
11b:a_lgal_HEX_x:x|6:d
12b:a_dgal_HEX_x:x
13s:n_acetyl
14s:n_acetyl
15s:n_acetyl
16s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:1o(6+1)5d
5:5o(_1+1)6d
6:6o(_1+1)7d
7:7o(_1+1)8d
8:8o(_1+1)9d
9:9o(_1+1)10d
10:10o(2+1)11d
11:10o(3+1)12d
12:12d(2+1)13n
13:9d(2+1)14n
14:7d(2+1)15n
15:5d(2+1)16n
",1974_5,['P8H']
233,1988,NeuAc(2)Hex(3)HexNAc(3)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
5s:n_acetyl
6b:b_dglc_HEX_x:x
7b:x_lgal_HEX_x:x|6:d
8b:x_dgal_HEX_x:x
9b:x_dglc_HEX_x:x
10b:x_lgal_HEX_x:x|6:d
11b:x_dgal_HEX_x:x
12b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
13s:n_acetyl
14s:n_acetyl
15s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
5:1o(6+1)6d
6:6o(_1+1)7d
7:6o(_1+1)8d
8:8o(_1+1)9d
9:9o(_1+1)10d
10:9o(_1+1)11d
11:11o(3+2)12d
12:12d(5+1)13n
13:9d(2+1)14n
14:6d(2+1)15n
",1988,"['P5TA_AS', 'P10H']"
234,1990,Hex(5)HexNAc(5)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_dglc_HEX_x:x
5b:x_dgal_HEX_x:x
6s:n_acetyl
7b:x_dglc_HEX_x:x
8b:x_dgal_HEX_x:x
9b:a_lgal_HEX_x:x|6:d
10s:n_acetyl
11b:b_dglc_HEX_x:x
12b:x_dgal_HEX_x:x
13b:x_dglc_HEX_x:x
14b:x_dgal_HEX_x:x
15s:n_acetyl
16s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4d
4:4o(_1+1)5d
5:4d(2+1)6n
6:3o(_1+1)7d
7:7o(_1+1)8d
8:8o(2+1)9d
9:7d(2+1)10n
10:1o(6+1)11d
11:11o(_1+1)12d
12:12o(_1+1)13d
13:13o(_1+1)14d
14:13d(2+1)15n
15:11d(2+1)16n
",1990_1,['P6TA_FS']
235,1990,Hex(5)HexNAc(5)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_dglc_HEX_x:x
5b:x_dgal_HEX_x:x
6s:n_acetyl
7b:x_dglc_HEX_x:x
8b:x_dgal_HEX_x:x
9b:a_lgal_HEX_x:x|6:d
10s:n_acetyl
11b:b_dglc_HEX_x:x
12b:x_dgal_HEX_x:x
13b:x_dglc_HEX_x:x
14b:x_dgal_HEX_x:x
15s:n_acetyl
16s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4d
4:4o(_1+1)5d
5:4d(2+1)6n
6:3o(_1+1)7d
7:7o(_1+1)8d
8:8o(2+1)9d
9:7d(2+1)10n
10:1o(6+1)11d
11:11o(_1+1)12d
12:12o(_1+1)13d
13:13o(_1+1)14d
14:13d(2+1)15n
15:11d(2+1)16n
",1990_2,['P6TA_FS']
236,1990,Hex(5)HexNAc(5)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_dglc_HEX_x:x
5b:x_dgal_HEX_x:x
6s:n_acetyl
7b:x_dglc_HEX_x:x
8b:x_dgal_HEX_x:x
9b:a_lgal_HEX_x:x|6:d
10s:n_acetyl
11b:b_dglc_HEX_x:x
12b:x_dgal_HEX_x:x
13b:x_dglc_HEX_x:x
14b:x_dgal_HEX_x:x
15s:n_acetyl
16s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4d
4:4o(_1+1)5d
5:4d(2+1)6n
6:3o(_1+1)7d
7:7o(_1+1)8d
8:8o(2+1)9d
9:7d(2+1)10n
10:1o(6+1)11d
11:11o(_1+1)12d
12:12o(_1+1)13d
13:13o(_1+1)14d
14:13d(2+1)15n
15:11d(2+1)16n
",1990_3,['P6TA_FS']
237,1990,Hex(5)HexNAc(5)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_dglc_HEX_x:x
5b:x_dgal_HEX_x:x
6s:n_acetyl
7b:x_dglc_HEX_x:x
8b:x_dgal_HEX_x:x
9b:a_lgal_HEX_x:x|6:d
10s:n_acetyl
11b:b_dglc_HEX_x:x
12b:x_dgal_HEX_x:x
13b:x_dglc_HEX_x:x
14b:x_dgal_HEX_x:x
15s:n_acetyl
16s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4d
4:4o(_1+1)5d
5:4d(2+1)6n
6:3o(_1+1)7d
7:7o(_1+1)8d
8:8o(2+1)9d
9:7d(2+1)10n
10:1o(6+1)11d
11:11o(_1+1)12d
12:12o(_1+1)13d
13:13o(_1+1)14d
14:13d(2+1)15n
15:11d(2+1)16n
",1990_4,['P6TA_FS']
238,1990,Hex(5)HexNAc(5)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:b_dglc_HEX_x:x
8s:n_acetyl
9b:b_dgal_HEX_x:x
10b:b_dglc_HEX_x:x
11s:n_acetyl
12b:b_dgal_HEX_x:x
13b:b_dglc_HEX_x:x
14s:n_acetyl
15b:b_dgal_HEX_x:x
16b:a_lgal_HEX_x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(3+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:12o(3+1)13d
13:13d(2+1)14n
14:13o(4+1)15d
15:15o(2+1)16d
",1990_5,['P1TS']
239,1990,Hex(5)HexNAc(5)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:b_dglc_HEX_x:x
6s:n_acetyl
7b:b_dgal_HEX_x:x
8b:b_dglc_HEX_x:x
9s:n_acetyl
10b:b_dgal_HEX_x:x
11b:b_dglc_HEX_x:x
12s:n_acetyl
13b:b_dgal_HEX_x:x
14b:b_dglc_HEX_x:x
15s:n_acetyl
16b:b_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:1o(6+1)5d
5:5d(2+1)6n
6:5o(4+1)7d
7:7o(3+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(3+1)11d
11:11d(2+1)12n
12:11o(4+1)13d
13:13o(3+1)14d
14:14d(2+1)15n
15:14o(4+1)16d
",1990_6,['P1TS']
240,2031,Hex(4)HexNAc(6)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7s:n_acetyl
8b:b_dglc_HEX_x:x
9s:n_acetyl
10b:b_dgal_HEX_x:x
11b:x_HEX_x:x
12s:n_acetyl
13b:b_dglc_HEX_x:x
14s:n_acetyl
15b:b_dgal_HEX_x:x
16b:x_HEX_x:x
17s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:4d(2+1)7n
7:3o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(_1+1)11d
11:11d(2+1)12n
12:1o(6+1)13d
13:13d(2+1)14n
14:13o(4+1)15d
15:15o(_1+1)16d
16:16d(2+1)17n
",2031_1,"['P6TA_AG', 'P7TA_AG']"
241,2031,Hex(4)HexNAc(6)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:x_HEX_x:x
8s:n_acetyl
9b:b_dglc_HEX_x:x
10b:x_lgal_HEX_x:x|6:d
11b:x_dgal_HEX_x:x
12s:n_acetyl
13b:b_dglc_HEX_x:x
14s:n_acetyl
15b:b_dgal_HEX_x:x
16b:x_HEX_x:x
17s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(_1+1)7d
7:7d(2+1)8n
8:3o(6+1)9d
9:9o(_1+1)10d
10:9o(_1+1)11d
11:9d(2+1)12n
12:1o(6+1)13d
13:13d(2+1)14n
14:13o(4+1)15d
15:15o(_1+1)16d
16:16d(2+1)17n
",2031_2,"['P6TA_FG', 'P6TA_AG', 'P7TA_AG']"
242,2031,Hex(4)HexNAc(6)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7s:n_acetyl
8b:b_dglc_HEX_x:x
9s:n_acetyl
10b:b_dgal_HEX_x:x
11b:x_HEX_x:x
12s:n_acetyl
13b:b_dglc_HEX_x:x
14s:n_acetyl
15b:b_dgal_HEX_x:x
16b:x_HEX_x:x
17s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:4d(2+1)7n
7:3o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(_1+1)11d
11:11d(2+1)12n
12:1o(6+1)13d
13:13d(2+1)14n
14:13o(4+1)15d
15:15o(_1+1)16d
16:16d(2+1)17n
",2031_3,"['P6TA_FS', 'P6TA_AG', 'P8H', 'P9H', 'P10H']"
243,2031,Hex(4)HexNAc(6)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:x_HEX_x:x
8s:n_acetyl
9b:b_dglc_HEX_x:x
10b:x_lgal_HEX_x:x|6:d
11b:x_dgal_HEX_x:x
12s:n_acetyl
13b:b_dglc_HEX_x:x
14s:n_acetyl
15b:b_dgal_HEX_x:x
16b:x_HEX_x:x
17s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(_1+1)7d
7:7d(2+1)8n
8:3o(6+1)9d
9:9o(_1+1)10d
10:9o(_1+1)11d
11:9d(2+1)12n
12:1o(6+1)13d
13:13d(2+1)14n
14:13o(4+1)15d
15:15o(_1+1)16d
16:16d(2+1)17n
",2031_4,"['P1TS', 'P6TA_FS', 'P6TA_AG', 'P8H', 'P9H']"
244,2031,Hex(4)HexNAc(6)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:x_HEX_x:x
8b:x_lgal_HEX_x:x|6:d
9s:n_acetyl
10b:b_dglc_HEX_x:x
11b:x_dgal_HEX_x:x
12b:x_HEX_x:x
13s:n_acetyl
14s:n_acetyl
15b:b_dglc_HEX_x:x
16s:n_acetyl
17b:b_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(_1+1)7d
7:7o(_1+1)8d
8:7d(2+1)9n
9:3o(6+1)10d
10:10o(_1+1)11d
11:11o(_1+1)12d
12:12d(2+1)13n
13:10d(2+1)14n
14:1o(6+1)15d
15:15d(2+1)16n
16:15o(4+1)17d
",2031_5,['P1TS']
245,2062,NeuAc(1)Hex(4)HexNAc(4)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7s:n_acetyl
8b:b_dglc_HEX_x:x
9s:n_acetyl
10b:b_dgal_HEX_x:x
11b:x_dglc_HEX_x:x
12b:x_lgal_HEX_x:x|6:d
13b:x_dgal_HEX_x:x
14b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
15s:n_acetyl
16s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:4d(2+1)7n
7:1o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(_1+1)11d
11:11o(_1+1)12d
12:11o(_1+1)13d
13:13o(3+2)14d
14:14d(5+1)15n
15:11d(2+1)16n
",2062,['P10H']
246,2088,Hex(4)HexNAc(7),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_dgal_HEX_x:x
6b:x_HEX_x:x
7s:n_acetyl
8s:n_acetyl
9b:b_dglc_HEX_x:x
10b:x_dgal_HEX_x:x
11b:x_HEX_x:x
12s:n_acetyl
13s:n_acetyl
14b:b_dglc_HEX_x:x
15b:x_dgal_HEX_x:x
16b:x_HEX_x:x
17s:n_acetyl
18s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(_1+1)5d
5:5o(_1+1)6d
6:6d(2+1)7n
7:4d(2+1)8n
8:3o(6+1)9d
9:9o(_1+1)10d
10:10o(_1+1)11d
11:11d(2+1)12n
12:9d(2+1)13n
13:1o(6+1)14d
14:14o(_1+1)15d
15:15o(_1+1)16d
16:16d(2+1)17n
17:14d(2+1)18n
",2088,"['P1TS', 'P4TI', 'P6TA_FS', 'P6TA_FG', 'P6TA_AG', 'P7TA_AG', 'P9H', 'P10H']"
247,2120,Hex(4)HexNAc(5)dHex(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7s:n_acetyl
8b:b_dglc_HEX_x:x
9b:x_lgal_HEX_x:x|6:d
10b:x_dgal_HEX_x:x
11b:a_lgal_HEX_x:x|6:d
12s:n_acetyl
13b:b_dglc_HEX_x:x
14b:x_dgal_HEX_x:x
15b:x_HEX_x:x
16s:n_acetyl
17s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:4d(2+1)7n
7:3o(6+1)8d
8:8o(_1+1)9d
9:8o(_1+1)10d
10:10o(2+1)11d
11:8d(2+1)12n
12:1o(6+1)13d
13:13o(_1+1)14d
14:14o(_1+1)15d
15:15d(2+1)16n
16:13d(2+1)17n
",2120_1,['P8H']
248,2120,Hex(4)HexNAc(5)dHex(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_dgal_HEX_x:x
6b:a_lgal_HEX_x:x|6:d
7s:n_acetyl
8b:b_dglc_HEX_x:x
9b:x_dgal_HEX_x:x
10b:a_lgal_HEX_x:x|6:d
11s:n_acetyl
12b:b_dglc_HEX_x:x
13b:x_dgal_HEX_x:x
14b:x_lgal_HEX_x:x|6:d
15b:x_dgal_HEX_x:x
16s:n_acetyl
17s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(_1+1)5d
5:5o(2+1)6d
6:4d(2+1)7n
7:3o(6+1)8d
8:8o(_1+1)9d
9:9o(2+1)10d
10:8d(2+1)11n
11:1o(6+1)12d
12:12o(_1+1)13d
13:13o(_1+1)14d
14:13o(_1+1)15d
15:15d(2+1)16n
16:12d(2+1)17n
",2120_2,['P8H']
249,2136,Hex(5)HexNAc(5)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:a_lgal_HEX_x:x|6:d
8b:b_dglc_HEX_x:x
9s:n_acetyl
10b:b_dgal_HEX_x:x
11b:a_lgal_HEX_x:x|6:d
12b:b_dglc_HEX_x:x
13b:x_dgal_HEX_x:x
14b:x_dglc_HEX_x:x
15b:x_dgal_HEX_x:x
16s:n_acetyl
17s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(2+1)7d
7:3o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(2+1)11d
11:1o(6+1)12d
12:12o(_1+1)13d
13:13o(_1+1)14d
14:14o(_1+1)15d
15:14d(2+1)16n
16:12d(2+1)17n
",2136,"['P1TS', 'P6TA_FS', 'P10H']"
